sentence_id	sentence	sentence_domain	source
7ad45a95315c683f8e261c0b6594721aa28a898bb6d559b954756c3fc18e7d5f	لومړی په تیرو پیښو ته کتنه دویم د پیښتو کتنه او څیړنه بلل کیږي	general	https://ps.wikipedia.org/wiki/%D9%BE%DB%90%DA%9A%D9%84%D9%8A%DA%A9
7aeca1c8adcb7f82a780060ad5d16d5b119b9d89759acedc7390b5f98426a688	په افغانستان کی به هم دخیره پرمختګ وسی 		زه دافغانستان یم 
7b1f1c64ff3d6630d19f9442205a6f9d0eb9de36a0ee98c0a682fecaf53ac13f	ستاېنه ذهني رشوت دی.	general	نصير احمد وقاص 
7b6ba6f1eebbd6b5d6a706295e09ecbfed6fb89f86cb76f3bba7cf87c6a1f445	دلته خواري دې بېکاري ده بس نو تېره به شي		Self citation
7b906aadae7b26efe05284f329135fb045c955518ff127d68ef0576804f8d4aa	بېلگې: کول، راوړل، وهل، لمبېدل، رسېدل، خوړل، څښل	language_fundamentals	کتاب
7b9a2fc89c682bf1d1604b6b7428634185bd31cc4425aae56351c8449eecf2b7	چرته خفه نۀ شې ځان قربان به کړم له تا نه	general	خپلې جملې مې جوړې کړې۔
7bb08e9e0cefae64f7ffb86a3d98963e6e1fe53b3f7949b1c724fd6d8187ab7c	د حجرې او بېټک زمانه لاړه ختمه شوه	general	خپلې جملې مې جوړې کړې۔
7c0ee829c3d448b905d855792253c2d1430b77936556cbc82fee9959d7bc2225	وکړه تلیفون ته ډاکټر یا روغتیاپال		cdc.gov
7c1a5a0cfcc963b915f67bba1adc9113d62a106b07b3f562ca2b4b839cd994ee	تل په نړي کي د اسلامي نظام غوښتونکي يوو 	general	تل په نړي کي د اسلامي نظام غوښتونکي يو
7c214a5184e5e5af52a14a5e70073e7a784fb23ee77f0937170ccc5458a5eca1	يو ته چې زړۀ ورکړم ورسره پۀ خوا کښې بل دے	general	خپلې جملې مې جوړې کړې۔
7d8c6db7afb1c7958c0b2d8cc55ccb47cbeedd8b59a4f8000afa0c9f08cdd579	څو ځله دا اوښکو سره درغلم، دا څنګه جرګې وي ننواتي شوي		خپله ليکنه ده 
7da7c93ef9271f153ba2936613063dc1ee17f9b5ba9366fc193cf8b005405029	ماشوم وم چې آلمان ته راغلم. دا هغه وخت و چې د افغانستان اوسني	general	فیسبوک
7db683516c40060f942f7dc6cfdf367ec9b1ccfdb36a1e5f0dd0a1e7ec0e0857	چیري یي ملګری		خپله خبره
7dd7d2e6de8d26b54f1bf957a7432120e21112decf5f13d2413de1d67bb7273b	پۀ ټولنه کښې لوَړ مقام پۀ خپل محنت ګټلے شي	general	خپلې جملې مې جوړې کړې۔
7df8f419e1f51aec738e8437673ff5019bb723a2f1a206dc48af5818fb48799d	له ګڼو ناکاميو ورورسته بيا هم د بريالي کېدو هڅې جاري ساته.	general	کتاب
7e131f9223fb22a257192267e9b4707901ce0e3796548803b23a2e66bc010e9e	غواړم ووایم چې یو کس لومړی باید بریا ځان ته وټاکي	general	کتاب
7e2e69bd9b2132805e126562bcbf4bcf930d5fb02932da16666836986c2f6ec1	خوږې خوږې خبرې به ئې کولې	general	خپلې جملې مې جوړې کړې۔
7e3eca45fbc675987ba935d1a7e81de2c500290ca98fb7f735944d4980eedd89	"څو موضوع ورته ښه ترا روښانه
او څرگنده سی."		زه پــــــــــه » زه « پسـې گـرځـــــــم
7e5c7216ff31a96bbbbcfa24fa8ce9e4a9bb59d3591f209180d314666a86991c	تيارې چې اولګي ماښام شي، زۀ محفلونو کښې ګډېږم	general	خپلې جملې مې جوړې کړې۔
7e8bb4352cbb9b07ba4746673dcb584065244b722f335088220b0e682a142176	زما پالر ما نه وهي، زما پالر زه ووهلم.	language_fundamentals	کتاب
7e8c9352fa44862df59ab313059d47d7360e3c681ef0ba9a85bb6c8a4bd16940	وَعَلَيْكُم السَّلَام وَرَحْمَةُ اَللهِ وَبَرَكاتُهُ‎		اسلام
7f59e788e73831974cb2a383e550f616ce63b2a7801956477117b0a85151f35a	سياسي پارټيانې او ادارې د دې د پاره ښۀ ښۀ ماهران ګوري	general	خپلې جملې مې جوړې کړې۔
7f9433edafa1fea1feec0a577135b19cb1c943c8d3801f21cf0169edf508ac31	"چی په ظاهره سره بیل او جالا جالا
ښکاري"		زه پــــــــــه » زه « پسـې گـرځـــــــم
7fb1e4741eae2bb4a3fe01e69b50573b02b10535c5bd289b9e85001227acaf0a	پزه ډول بشپړ په چې واغوندئ ماسک		cdc.gov
8011e6b0b092f554ed821daaba3733045243ed96fe4cc4fa76e6612cbc450dbc	لاس د مينې راکه تۀ چې لاس د مينې درکړمه	general	خپلې جملې مې جوړې کړې۔
813e354a20ee614a69ea2888b6b201c9d8877a34b269a508df27b5e28c5e3b9a	Kaga khola pa sook samaigi.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
81ad29cadbc663316b94c6d21cc1944af988bf26c179006bc2e9091b53b94dae	د قرآن کریم تر ټولو اوږد سورت سورت البقره دی.		اسلامي معلومات
81d7abb4fcee87e97cf79fac08a86bc4fff80e892cf00b109c75d17dc52e4dea	ستا غوندې ډېر پۀ دې اميد پۀ دې ارمان دي	general	خپلې جملې مې جوړې کړې۔
822ed4760471e50fd792e8911f5690995027d9a6d9f07a08e1429f87f8ecf842	.ونیسئ اړیکه سره کارکونکي		cdc.gov
823b95a43bd4217f1520ed3f6a5d6eeb296c259892d8c2434c623dafd8e27772	نن مونږ د لاندي کټوو دپخه کړي ده		لاندي 
827c3415bb28e75392bb02eb7fcb3c9beb47e17275048810f25dd83ad09d4944	د په عامه روغتون کې يو عاجل ناروغ وينې ته اړتیا لري. 	healthcare	بهادر 
82a67d0c3b70f0071c8b1002d8ec8999c2ded489b880979e55b318d8729bfeb0	Kha khaza jannat dey.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
82fe653e8dd51afdb5cdebe0810e9ae153bc6e6fb08a8c5938e8e39ad4747f55	اُور د جدايې دے لګېدلے پۀ بدن زما	general	خپلې جملې مې جوړې کړې۔
8308309424dc40bc1bb8f22d3eefe3cd3b732e276f73bd3e26fbd0a9787f7930	ماشاءالله		اسلام
833835445803f8aba526f978845cc9ed7e5343f5fbf77ba2df22becc9503410d	تاسی خو غداران یاست 		زه دافغانستان یم 
836a3aaf17348787a6cbabb904c2e71ec4f48765645b2a412d16f2e44622454d	عوامي نېشنل ګوند د پښتنو ویاړ دے	general	m.facebook.com
83c48d01f3df03cb21abc84d739944a401dd54184a810c242023eb6095eccaac	ډيورند يوه فرضيې کرښه ده.	news_current_affairs	احمدزى
83c4c0d89d9277628138e180cc5b95bf0b15625dc5119302e714629efed53561	خپله کوئ احساس ناروغۍ		cdc.gov
83d14b4db95ff86d843084767144fff22c0288a7ddece9689adc2f18b53b90e7	شئ، ناروغ سره علایمو		cdc.gov
83f6fb7a37321730d2e2e911ceedeb139de5a8ec0af0f79ed5c52eab89d96fa8	په ٨٠ مېلونه پښتنو کې پښتو ژبه خواړه ده.		احمدزى وينا
842f613c3dc2219f759de79337a2161ab5fd5fea434a2a9fba0e09fc6c2484ee	د پردو کورونو د زنانو ويډيو ګانې جوړې شي	general	خپلې جملې مې جوړې کړې۔
84577ec0457dfc7cb11d5e590310eb3dcd0986804f0d4a8c7499583a5ebb5892	باران په نرمۍ سره اوریږي	automotive_transport	1
8533ccc6e31994015b0c7a45011fb0bbdd99ef691e05b3119e1ef575680ee32c	دوا جهان مننه دا بنو ګل اولسه.	general	Self Citation
853e79f91f8dbe3e62b4af7ca4445564af1fc90fcacb3a46c44e37c154ed6453	څاروانه ته هم اخیرت ته څه عمل راټول کړه		Self citation
85d3845108a59040e7964c11a199a2e7d48ba608838524cba25ad66554f9f9d6	څه به تۀ څه به دې ښه وي	general	خپلې جملې مې جوړې کړې۔
85fee87825213abfc510a8ae514934f89d4d36e99f7c86fd902ab3fcb9f1acb3	دغه د چرګانو جنګ به درې منټه نۀ ؤ 	general	خپلې جملې مې جوړې کړې۔
860238ecbf41999656c891479e255519edf93fe6bf101f394ec15358d83c27c5	زما دین اسلام دی		اسلامي معلومات
8610504a143fdd44e132d8ca0c3371f8cc610063a1efc7d9b74e2ddd13bab597	لپاره غږیدو سره کونکي		cdc.gov
86894b6fe6f71302b31d7182b4875286aa6bde78a8a026938ff9a24622cea3df	حکومتونه د يو بل خلاف ټول کارونه پۀ سوشل ميډيا سر ته رسوي	general	خپلې جملې مې جوړې کړې۔
86f26530ca27f0bfabc719a681d69d7e3bdbb770a5f7e697b678c907a2c33a40	سوات په ژوندوني جنت دے۔	general	خپلې جملې مې جوړې کړې۔
86fdd524d228e0ab4650ed4fb52007f661b425d50c37c6eb4d0a2e893fbae898	"
راتلونکې دوشنبه نه، بله دوشنبه د لوی اختر لومړۍ ورځ ده."	general	نصير احمد وقاص 
87ed22745cfa2c2d47d56a5f0fe5d483f0b37595cd430adec0ec53f84599862a	هوسۍ ښايستې سترگي لري.	language_fundamentals,general	Self citation 
8901046cfbf3bc252e48315af8ec4a560a9419d2189b88d3d5d8438da1cfa79b	د خپلو بیبیانو سره د کور په کارونو کې کومک کول سنت کول دی!	general	نصير احمد وقاص 
89e83af161d24ded6fd317263deb3aeb569c6e203d801b6b2a53ec751e72418a	زما د دواڼو سترګو توره، د زړۀ ټوره لېونۍ درپسې يمه	general	خپلې جملې مې جوړې کړې۔
89ffc5472a0d9aae080aede082c734b7eabc57cceed03e1cb7a5b425292e294e	يو قاري صېب وايي چې عينسټاین ده پابو اوسېدونکي وو.	general	Self Citation
8aa17a54bcbe9dfbab12356ff68f447dce5bd57f83285bef59873d45af223c3e	په بټن څیرمه ته سکرین		cdc.gov
8ae83a9289514d0a86c7833e4dc0b4ca0624856d63847440e14663c70e7c38e4	.وکړئ پوښتنه نه کارکونکي		cdc.gov
8b30f9635c96caefefaeaeb4c3af34e9c3e20a2f87e558a5e7c2b64805647994	.کلَ کلَ ًبرّغیْ د خْلَ لګْلْ لَ لارې خپریږي.		cdc.gov
8b7e086aece3bec5e38ccf2c5c97a72ca2c145c53905c75a04d2b13f7b86157a	باؤر کؤل تر شک کؤلو اسانه دي، ځکه خو خلک پۀ خُرفاتو قانع دي	general	نصير احمد وقاص 
8b9005e2c76ffdbcbc75e65d868e56c7d28e04a50055721864214d62d2d9f815	شه نوري څه کیسی دی یاره		Self citation
8bf6debe5c80f391b6d46ea1626d8051ca3cae0b7b5fcdab1a070c2b9bedf55c	دا دومره ما نه ګيله مند په څه يې؟	general	خپلې جملې مې جوړې کړې۔
8c5689001a267716a8475a5c0305a32713848870455b1ba2e17db1be678a2134	بهر نه کور خپل د تاسې چې کله		cdc.gov
8c71b5730ce2276a5418afa6a721feb2b2560c5cb6832a14d87360972541c606	پنځه کم څلوېښت روپۍ راوړه	general	خپلې جملې مې جوړې کړې۔
8c8dea0d819d890e2a00f8c7371e7814718acb10ecefc99d901f77d8bdd69782	د کومې چې تداوے ډېر ګران څۀ چې ناممکن شي	general	خپلې جملې مې جوړې کړې۔
8c9b5c12ef245b8817229fc531f8c74be5eda93ed8d25e2ff63808bb065d116f	منم د زړګي سره، زۀ ستا يم ګناهګاره	general	خپلې جملې مې جوړې کړې۔
8cda9e3239235d10b786a4238a52e7be21cdce27f98ffda28231702e19c23324	پور د دوکان دښمن دى.	general	فېسبوک 
8cf8cc22194129037b537086b967a0f4a3bbf6944562511ca6be7b2afc2f2860	 ته بايد دغه فلم وگورې. ډېر خوند کوي	media_entertainment,language_fundamentals,general	کتاب
8dbeea43fa21b468dc0eb06e5b7487247d28880803a6be1d8290ca383dd2cbb0	بیامیشتیدنې د او کوونکي		cdc.gov
8dd6d24b4e8a1eaabd4067b0e440f32825482a48a173dbfdfae13ce0c3f7dbe5	ولې ته ټوله شپه ژړېږې، فائده دې نيشته ژړېدو کښې	general	خپلې جملې مې جوړې کړې۔
8f1ab7e0c1635ce162f38d99cca26e0bf0565728e344317b19ff6c8f068bf3f6	پټ پۀ دې نکرېزو کښې د دوو ميئنو زړونه دي	general	خپلې جملې مې جوړې کړې۔
8f7b19f9fd2c5594c07c20245b090054238d298cbc255c389adf0d761274bd48	.وکړئ ډډه نه موجودیت		cdc.gov
8f868f1b1be0b8a26a2c302e33c3222623d3a902df76b8f4682fc12dad6e3d0c	شاميزي د سوات غېرتمند ايسپزي افغانان دي	general	خپلې جملې مې جوړې کړې۔
905d92224d622de3edf57fe5237201b9b9eba7157db0af75e875e7d55a584f3d	ناصرخېل د نېکبيخېل په برۀ بانډۍ کلي کښې استوګن دي۔	general	خپلې جملې مې جوړې کړې۔
90c7e03a75d91eb42000bb616142fa97ca756b7b4ae00d0ab52f6fff2fd3d104	سر ئې پرې راټيټ کړے وي	general	خپلې جملې مې جوړې کړې۔
9137233e64ef77f9df821768a0e7e2ac141226c86638e54d36668ff020855ca0	په ګرمی ترکاری خوری ډیره نانا ورسره راوړی.		مسخره
9170c9fa3be82e374784f7c4cb081fe5ab20e013921bb661fd271aee79afd533	Izzat kawa izzat ba dey kegi.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
9179713bd989e98923e3d8adaec6e97775dc6195fd9d792d46ae83f81ae32436	تاسو هم داسي بې مضمونه یاست لکه زه	general	فېسبوک 
91f762ad1ca5abc90f7e61b8991f1e80a3f54744f2e61acce425fac451f9290f	نه کیدو نږدې  سره خلکو		cdc.gov
9291368e03b30d4fdb394810dc714e7edaa6ff270c670e81b0eddf0f0465e964	Da spee joota da spee haq dey.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
92df925dbeb7f5e5b0b8853cee1a623c1c3a9261d7f49773f729967fca2304a8	عاشقي نيمه باچاهي ده	general	خپلې جملې مې جوړې کړې۔
931fe3fc60e8a92b4e526a3a2265dd5a157f3294c04d2f98e2202e2eb6d45f4a	پۀ ميډيا او خبرو اجاره داري ختمه شوه۔	general	خپلې جملې مې جوړې کړې۔
93366017ccd459e07576ae0659cdbfffb9abbd51369f47e4d6355f282f8f458d	آنلاین صرافي یې را په یاد کړه!	general	فېسبوک 
933df6c492b5f6b80e60a955fefadaf1cd75aeeff2c6544ef5a1a538c5174b5f	مينه، ورورولي، ادب او اداب ختم شول	general	خپلې جملې مې جوړې کړې۔
93405f4b0ce42bf12a08b499a172d54f6cc51e57aa5b0772e88c1a52ac6598ce	زه غواړم چي په افغانستان کي پاته شم.		Selfs citation 
9372d5e5c8db256084ed0e18a0afa293ed7dff85164dce35a287c7645b72dbcc	پیغام د او وکړئ تلیفون ته شمیرې		cdc.gov
938017733d848d6938b4caf8cb9effb4aa0535dc29a62d3c9343d1db3c738717	افغانستان هم لکه دا نورو هيوادونو اوروزنې ډله لري		خپله ليکنه ده 
93a81cdfcb8b8346f74ef766b91c137d32e0bd87c83b5af274706c35f0c1049e	"ترينو لهجه ! 
ترينو : پيار 
اولسۍ لهجه : پلار "	general	ځانې
9410de3486e0731b2e9966fdbb4b15e67294dda17bb91cafe9e9faae17e979a9	د هلمند سیند په افغانستان کې تر ټولو اوږد سیند دی		پوښتنې او ځوابونه
946ce224d1d46cab57032a9e99e49d58546ad1a6030c030f45d432a1497474ad	ملک الله دادخان ناصرخېل د سوات باچاصېب ته پګړۍ په سر کړي وه۔	general	خپلې جملې مې جوړې کړې۔
94862bb141f414bc382f4876487bff1b7181dc393eecd3f9acd5d382c36829b9	.ګورئ طریقه پدې تودوخه		cdc.gov
94ad40f801e9b388708fd71623358cee54b01107376a3621d200cb24de0bf48d	یو شمیر آثار می پر وکتل		زه پــــــــــه » زه « پسـې گـرځـــــــم
950cfa9bc3f4b300098f3a335c413378b2f63f4fde49f2161dac632402e0e1ca	څه وشو وېريږمه، هيڅ پرې نۀ پوهېږمه، زړۀ مې چا له ورکړلو	general	خپلې جملې مې جوړې کړې۔
952cf5378c07d1a8c04431ad6d7fda1a209c25c2c923416a85901885704e16c0	.وکړئ ډډه نه کولو		cdc.gov
9564fc96663c5eb5f4a373ecf1ffe648691d1c3e046a0fae04182d4a4f5513a6	مۀ راځه نزدې	general	خپلې جملې مې جوړې کړې۔
969bee3a71eca7cbcadc537bd510516f5b641e58c5cbdbb9bc2631d0f49b4a83	له نغمو به ئې د زړۀ نغمه پۀ خُوله وي	general	خپلې جملې مې جوړې کړې۔
96ae789f3fffbfaea7612ba7c6a9f3c436b58c30e1accfa3ba0f79fa3fcaf890	دغه د سرو شونډو خندا به درته اُور شي	general	خپلې جملې مې جوړې کړې۔
97306b805ce087ede2e522db86903462b72146c9b64b935af669604fa301a80f	ستا دین څه شی دی؟	general	دیني پوښتنې
977c5cdfa6022bfac4d5fe6ecf7caa67b50e4c59f615695c815f4f420c67fabf	شْې ّي، د ًٌْتلْ څخَ د هخَ ځبى هطوئي کړئ چې ُغَ خًْذي دٍ.		cdc.gov
97a0efac1e2674a61d0d3dd4150752d3f20a9e4523b8617861b2b8ee490e8770	څو به کوې څو د غرڅنو غوندې خويونه	general	خپلې جملې مې جوړې کړې۔
97d629502919f1b75b48f5fc4e08e57046137f4d2edc530754b9249c435b9293	د کلي ښځې ګودر ته اوبو راډکولو له ځي۔	general	خپلې جملې مې جوړې کړې۔
982bc9703782fd8be0b436a0b8fd894a00770c40c4a8f72f9d0c5e9aa69c9855	تا زۀ په دې غشو ويشتلے يمه	general	خپلې جملې مې جوړې کړې۔
9831fe596894bf0056d1700ebe08158872f0d9969a229b2be5b1084809d11b5d	زما دا ګمان نکیږی ولی بیا هم همداسی فکر کوم.		ا
9832bd283232384add03ad433549d4cc279a41131cb764934715631ff52be37a	د سرو ګلونو هار دی وطن.		وطن
988fd33eb96d8b3060c17ce395bcd8c894660232fe03649d94b30cb99119d594	لاړشئ، ته بهر چې یې اړ تاسې که .اوسیږئ		cdc.gov
98afc47b882c078b54dc616e4dfbfb104459b5543fe7e1b51ab6b3f85fb9fe48	او بهر هم وکړئ، هرچیرې کار دابندو او کورونو په دننه هم		cdc.gov
991c18a4bcd2e1d9e1ed27409dde272c22b04bc2d872bb6f697241bc65fa6370	ولې نۀ چوې د دې غمه زما دِله	general	خپلې جملې مې جوړې کړې۔
9958e9fb61e739b8f182ad1334854c9c4067bdf21f4fbf6d903f7a39ae732853	خپله اسلاحه دې دلته کېږده. 	general	Ziar
9a28aab71489a70edf512b8d1d24730bb2047e67ec6a8494672e86b2fb8b7867	ملک الله دادخان د ملک خوشحال خان ناصرخېل نوَسے وو۔	general	خپلې جملې مې جوړې کړې۔
9aab96613f09d6dd12aa5a62111a35d64addf82c36b2908a0bdb5e3dc30a63a5	دا ستا د خوږې مينې لائقه نۀ يم ياره	general	خپلې جملې مې جوړې کړې۔
9aba053240fa1a96d53681779e57a4c9af83c8d5fcdbf32a69dbb5107f91c504	اى سربازه ياره،خيجه په مورچل باندې،بيا به دى ويده کړمه، سورې د اورب لاندې		ليکونکى احمدزى 
9b0c51120169b42651fe678cb6e326995152244d9219fcbeb3aa3c84939b56b0	ځواني هغه ځواني ده چي دَ ځوانانو سره په ځوانۍ کې تېره سي	general	نصير احمد وقاص 
9b8f989c3c433244dbc2fce365269b96a2427888757f18381a83430099bc0a2c	د يو بل نه ځان خبروي او هر چرته رابطه ممکنه شوې ده	general	خپلې جملې مې جوړې کړې۔
9b980a040ddd7697a4bef0b38333c6273f80aca7d416ce1e9ecb0da4dee06db4	ستا ياد کښې د زړۀ سره به هر وختې کړېږم	general	خپلې جملې مې جوړې کړې۔
9ba408854c3cc5b8fabedd674efc8bbff8ef57bf2f5844e7c6b822738afebbdd	ده جنکرو ټیکی ماشوم ته په نهمه یا دولسوه او پتځلسوه میلشت کښی کیګي۔	healthcare	self citation
9c2af5ffa66ecab10a805379819134e5bf0a373f8933dfeafedbe091ada1b84f	هکلوان مه کوی بد کار دی.		مسخره
9c3ee1d9983405e1e3fd1e22fdd541f10f58009472470a520c52f8de365cc8f1	څښکلے نۀ شې هيڅ کله د سرو شونډو شربت زما	general	خپلې جملې مې جوړې کړې۔
9cb52d307845a1f104587b11257def3660dbc1ce63de053b35fcfa87fe40efbe	په افغانستان کې اوروژنې ډله هر وخت د هېوادوالو د مرستی لپاره جمتو وي		خپله ليکنه ده 
9d214efa3e004ea6009d96d4ffac36efd31e4bd966ea1a2e7ce3bfdf7216934b	باچاخان به دا پښتنو يووالي لپاره کور په کور ګرځيدو 		خپله ليکنه ده 
9d2bf01f4387b6d4a205c8b07fb16ee0c5b164e22c532f5c70b3e7636642a73a	زما میرمن ډېره محربانه ښځه ده		ښځه
9d39442fec9096679736083456c4ea6b48b4a32763935c40629c3ef4e8e198d8	د غوَړو نه شلوم ټول کړه۔	general	خپلې جملې مې جوړې کړې۔
9d8f993756eaf5b3d201c7f34431e3ef74683f438be8e6807fe99569ac0d89e3	"ترينو لهجه ! 
ترينو : واچه 
اولسۍ لهجه : واچوه "	general	سلف
9dd23aaf4fe4c901a8b869a82853210a5814e932c4605c0aab3f4af72512a60d	خدای تعالی دې امارت دې تل تر تله سر لوړي لري	general	amalkhan320as
9e39b8f79b7867721c460b239de3f17be72bec6e8bc49b5868e65c129ec3e3ed	انصاراغا ډیر ښایسته هلک دی.		مسخره
9e4c4c7a3f55864c36dc1e591646c244e404d181f132561392e187eb964e00ac	افغانستان ٣٤ ولایتونه او ٣٨٧ ولسوالی لري		ويکي پیډیا
9e55176542b664a55db7f3c966dff39919e44465732a6e7d7e7380afa3642088	خوب مې راځئ		ځان
9e8aff7cda998f71db6ae31e7a3b68d422bd16da5203a764317394c4063b4d13	د خوست ولایت خلک ډېر میلمه پاله دي.		Self citation
9f50e6f94ef0c009985d588764b041a83b5a6573d47aa4182a57cc9e5d5d0a3f	تاسو دا پښتو ژباړي لپاره لږ تر لږه هره ورځ پنځوس جملي ليکئ		خپله ليکنه ده 
a02fbec0af246567684a5ec390e8684748a27f924441ae0d931252d3dd070978	که چېرې هغه د رياضي استاد وي، نو د دې سوال حلول اسان کار 	general	کتاب
a03ded52aaf674e3fc86f17896c6f0ac9c07cd7989340840686cd3c894c5af39	أَسْتَغْفِرُ اللّٰه		اسلام
a04b900440ba23fe56bfdc41e5889d5fd44d8b17a79e5b5b3fe7758cc5a4fc79	یوآرایل لنک یا کم دے پورے ناں نال حوالہ ݙیوو۔		common voice
a09e6907471d67ac8827c94742ce5dac41ec054d86370f180941de8f728bdb4f	Khwar pa hindustan hum khwar vee.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
a0d320353669f93f16cc034024260f305097ebb00ef1285ebc9d2e50311d4d67	Che soomra kholey hoomra khabarey.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
a108213827f0a56e523e716cfa5779509b438c70a2211552e7e50fbb822eb220	کندهار		کندهار
a1dabcdfb5b95bbea0b07e2c5f2dd6532a4e698b4d2dd5340876fc0e141b59b8	دا یو سیسټم دی. 		ن
a2547d03e2de6da2c31ce38132ef0c802e1af6346bdc8f044b9e86fb5a5a8a73	د دې نه علاوه هر قسمه معلومات، خبرونه او کتابونه پرې پۀ اسانۍ مېلاوېږي	general	خپلې جملې مې جوړې کړې۔
a2ec3f3fe3ea4c0b27f76d4eb49e5c02d6f0fd855bf83fec9172dab535302c3a	Kha khovee ba dey sultan kri au bad khovee ba dey hairan kree.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
a35882387c75fe740c3447055e4130330ec497f4714b3330d7f17dd1aff15853	خدایه! حلال رزق راکړې، له محتاجۍ مو وساتې	general	نصير احمد وقاص 
a3cc12cbd909a8e06d7751bcc41080f51994ac78649edab397c27a1e50e3aaa0	د خپل ځبى د حیْاًبتْ اّ افت څخَ ّسبتئ .		cdc.gov
a444214fba6faedbcf39a5ad4bc935d623ec6d7a74a3e0a0c2a5402e27c421f4	الحمدلله ولس راضي دی، بابا عیان حقیقت څرګند کړی دی	general	نصير احمد وقاص 
a4668f5d78803d822196ca9db62796700997fc416acc3504e27d1774e1e4ee26	Khwaar au muraad laray khabara da.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
a4b75a9f6928f375b255461305856433a04ae3babe77af0e673cf7e3fcf5b1db	راپوري خو د نکړه راپوري شکوي 		کوچانى متل
a4cf759bc7ce9c769385662f0a42a4fa25453aa54e62250036bc32978247e5af	.وي شوني او خوندي کول کار دا که		cdc.gov
a56a0a82fd460781273500d6f1d52704e53ab62a80491d0018b952860b334996	کومه اړیکه چي په سر کي خوږه شروع سي ژر له مینځه ځي!	general	نصير احمد وقاص 
a5b4dc9793f655f49fcbf2355831a785c943f0ecfb4ea8dcc285f7918802001c	هرڅوک هر چرته چې وي خبر شي	general	خپلې جملې مې جوړې کړې۔
a5f524944b62eefb81860c232dc68ac6a925ee7b1822c9a5a417734be46e3692	افغانستان ٣٤ ولایتونه لري.	general	افغانستان
a62e2c917ad2205fe696665d9e6c1417c15a4b04dcab29869108f1b0c210f11b	ويل سدقه دي شم ورک وي رانه		کليوالى 
a6835722ef5ca009ad89836fd9653c2b80f4fc03e452c54aa1f9a893b55ba5fd	.ومینځئ لاسونه خپل وروسته نه کولو لمس ماسک یا خولې		cdc.gov
a6bd7c0ff4d60e1ccf2afae8ff67adf8e0852e758cd10559bf4b268353c30b4f	زه به افغانستان کی اوسیږم 		زه دافغانستان یم 
a6c7e3ec68f90f17ff2b4c413bb4bfe689007f122a343271cc4c585ac502b707	"د مرفي قانون: چې څومره له یو سه څخه ډاریږې، هغومره هغه شی پېښيږي.
 "	history_law_government,general	Self citation 
a7f7a4a8ad50cc88eadbd966878428527da44fbcbf69ddb5e43fb38c64967b86	ډېر راته يادېږي تۀ ورک زما خوبونه شو	general	خپلې جملې مې جوړې کړې۔
a80f4ce938034427d2043c3382f2cd56574a872709f61561f4f12c4e29fa1808	زه بيا به ګورو چي سه کيګي	general	سه خاص نه
a8150519ebc42641a5b5da7d255b95251c99d049a4d604b78e188e343c477104	د تناره ډوډۍ خوږې وي۔	general	خپلې جملې مې جوړې کړې۔
a87f363dae7d4f8cc8acc817b209c7124de2a354f32001e49cc9f60bb0edb1ac	د افغانستان مسحت شپږ سوه پنځوس زره کیلو متره مربع دی.		Self citation
a88efc092af4dce101e3a731182bf98aa5b9ec73e1a00a6f62bc80650ca826da	په نرواکې ټولنه کې فمینزم ته ډېره اړتیا ده		ښځې
a8d0ba2cba9a122a4508bbe5d878f23e517977f4f655d593ca7a627967d9bf8b	. پورې حد تر امکان د کې کور خپل  په		cdc.gov
a8f629ffaf5472ab7c6f2efbb24573c7613a6ddf4862e44041b7255c97c6751e	اخ اخ وطنه.		وطن
a91a15c552bf80141e242a27390b10a4f39cebb6eeb0667b4481c84289cfc363	تۀ زما يادېږې تا زۀ هېره کړم جانانه	general	خپلې جملې مې جوړې کړې۔
a9a71e5ee3275fa1f4b8da8edd3261021b1b8d24ba0cd5929f094fceb39338b1	اوس مليان تعويذونه، استخارې نۀ کوي	general	خپلې جملې مې جوړې کړې۔
a9aba5861191bb35041ce5b09f1f8e745250c1d5507374852fa996112dd4d40e	سپينې سپينې لېچې به ستا د غاړې هار کړم	general	خپلې جملې مې جوړې کړې۔
a9c0029173f0d9fe5a252f96bf079e50c8fc1a746a11e19e5ba5c2fcce5625cf	وطن ته راسه ګله.		وطن
a9c0988c933439f681a67fb841dd11f00db515741998199a9770823ffb97cd98	را ئې کړه نشه نشه شوے دے اثر پۀ ما	general	خپلې جملې مې جوړې کړې۔
aa5c04f112153e898f20b499a4a0c7b588e193c5ba5d48a25679fbee191b7867	زمونږ اولس ئې تحقيق هم نۀ کوي	general	خپلې جملې مې جوړې کړې۔
aa5f4728b5ddddb7cac3bf5c4d0a914e0143792d795d991b18eba7d093551b6d	.وکړئ تلیفون ته ډاکټر خپل یې ناروغ که		cdc.gov
